SC,CR,aspect,SPI,TWI,tempuratur,rainfall,lithology1,NDVI,d_river,d_fault2,slope,Y
101.8889999,1.2566,258.2470093,8.8318005,9.3781605,13.1999998,1095.800049,3,0.849785,0.127355,0.13988,37.2694016,2
103.8889999,1.2374901,206.477005,6.2349401,6.8672199,10.8000002,1141.599976,15,0.858369,0.116838,0.147649,36.0904999,2
160.5559998,1.55704,41.6884003,4.7820301,4.4283099,12.6000004,1115.199951,15,0.879828,0.107611,0.151995,50.0405998,2
104.6669998,1.30935,109.3460007,6.5164599,6.8527598,10.8000002,1154.400024,15,0.832618,0.147253,0.137778,40.2052994,2
76.4445038,1.20263,279.5859985,7.6030202,8.4097204,10.6000004,1123.900024,5,0.815451,0.107756,0.133102,33.7459984,2
71.5554962,1.13187,164.1289978,3.97069,5.2396498,15,1006.700012,15,0.7897,0.136907,0.172248,27.9330997,2
80.5554962,1.21394,229.7149963,7.63272,8.3800097,15.6000004,979.2000122,15,0.841202,0.135748,0.191702,34.5365982,2
62.4445,1.10484,143.2220001,7.2508101,8.76192,8.8000002,1133.599976,0,0.849785,0.0430937,0.181018,25.1618004,2
74.3333969,1.15491,88.2642975,4.0565801,5.15376,7.9000001,1142.099976,3,0.819743,0.0359101,0.185694,30.0177994,2
153.5559998,1.36803,155.3910065,5.2295499,5.3670902,12.3999996,1086.599976,4,0.875537,0.112424,0.199155,43.0315018,2
113,1.33567,198.6909943,8.5778503,8.8211803,7,1154.599976,10,0.742489,0.0873018,0.185547,41.523201,2
105.8889999,1.31336,248.1049957,9.4549503,9.77666,10.3999996,1049.300049,0,0.832618,0.0240251,0.14358,40.411499,2
68,1.1378599,54.3703003,7.3955002,8.61724,10.1000004,1048.699951,0,0.824034,0.0796019,0.244069,28.4965,2
51.2221985,1.03416,54.6517982,7.5345001,10.2011995,10.3000002,1022.099976,0,0.76824,0.0671569,0.224624,14.7669001,2
35.3334007,1.0706199,164.6459961,7.0450702,8.96766,9.3000002,1038.099976,0,0.686695,0.0693004,0.195667,20.9267006,2
79.7778015,1.18878,354.6440125,4.16326,5.04708,11.1000004,1025.400024,3,0.76824,0.0679968,0.305733,32.7332001,2
25,1.01071,103.7990036,10.5060997,14.3443003,11.6999998,1003.900024,3,0.909871,0.0608851,0.259195,8.3477402,2
29.7777996,1.0027699,157.3059998,9.2383099,14.4316998,12,995.5,3,0.785408,0.0724426,0.241633,4.2617602,2
30.7777996,1.03416,293.7690125,3.2718899,5.9384499,14.1999998,947.5,19,0.793991,0.115981,0.350545,14.7678003,2
43.8889008,1.08796,190.5890045,7.1590099,8.8537197,11,1010,0,0.76824,0.074123,0.214207,23.1973991,2
79,1.05224,104.1419983,3.4886701,5.7216702,10.3999996,1022.5,0,0.815451,0.0902706,0.266195,18.1296997,2
80.1110992,1.15705,247.125,4.06393,5.14641,14.1999998,943,3,0.793991,0.114075,0.312876,30.2005005,2
55.8889008,1.17408,224.8280029,8.8627701,9.8784904,13.6999998,954.5,0,0.858369,0.10895,0.293753,31.5991993,2
94.1110992,1.21024,199.8309937,8.3163099,9.0827198,11.8000002,976.5,0,0.811159,0.0930424,0.261342,34.2812004,2
52.3334007,1.06893,268.4830017,4.72995,6.6776199,11.3000002,1053.199951,3,0.871245,0.0848873,0.182466,20.6882,2
67.7778015,1.09118,45.6959,6.4846401,8.1417999,7.8000002,1120.300049,5,0.862661,0.0403301,0.124104,23.5895004,2
101.5559998,1.27176,338.04599,4.3640199,4.8463202,6.5,1130.099976,3,0.819743,0.0280485,0.0756331,38.1576004,2
144.8890076,1.42397,42.7014008,5.7174301,5.6901302,7.0999999,1128.099976,3,0.772532,0.0292622,0.07404,45.3911018,2
179.4440002,1.69725,25.8876991,6.0195899,5.38798,6.1999998,1137.300049,3,0.802575,0.0278026,0.0698419,53.9003983,2
60.1110992,1.1128401,233.7460022,10.6217003,12.0553999,6.1999998,1115.099976,0,0.682403,0.0975451,0.231584,26.0251999,2
56,1.09984,224.3359985,4.51717,6.0794601,8.6999998,1091.599976,3,0.862661,0.0544355,0.143532,24.6021996,2
89.1110992,1.13074,120.4520035,5.7579098,7.0359502,9.1999998,1064.5,0,0.849785,0.0912945,0.22902,27.8253994,2
69.3333969,1.12859,105.663002,3.95734,5.2529998,8,1113.300049,0,0.83691,0.0323295,0.0826033,27.6175995,2
83.6667023,1.16812,228.1889954,4.1005602,5.1097798,5.4000001,1127.199951,4,0.759657,0.0746053,0.177674,31.1212006,2
52.1110992,1.05999,123.6900024,11.4827003,13.5735998,10,1069.699951,10,0.793991,0.0466037,0.140762,19.3687,2
104.5559998,1.2277499,295.5759888,4.2659101,4.9444399,8.8000002,1083.800049,4,0.733906,0.0643684,0.163622,35.4620018,2
102,1.17551,165.2330017,4.1237602,5.0865798,10.8000002,1023.299988,10,0.819743,0.0818233,0.205518,31.7122993,2
131.8890076,1.28187,13.0615997,5.7708201,6.21211,11.3999996,1011.5,10,0.83691,0.0887326,0.189476,38.729599,2
101,1.2896,108.4349976,7.80092,8.2118101,8.8999996,1073.699951,10,0.832618,0.0867287,0.202716,39.1554985,2
107.5559998,1.2502199,250.5390015,11.3301001,11.9045,11.1999998,1021.400024,10,0.83691,0.0908851,0.189781,36.8834991,2
150.6670074,1.51206,69.8873978,5.82968,5.5778899,13,1005.799988,3,0.922747,0.0971831,0.222257,48.5970993,2
85.6666031,1.21465,197.5149994,8.73314,9.47682,12.8999996,981.5,10,0.892704,0.0930393,0.190744,34.5848999,2
77.7778015,1.10715,35.3624992,3.8610799,5.3492599,11.1000004,1018.599976,10,0.845494,0.0959798,0.20085,25.4153996,2
66.1110992,1.11268,315.2080078,6.7207499,8.1560097,10.1000004,1041.5,3,0.763949,0.0847249,0.196894,26.0081005,2
78.5554962,1.19409,180.878006,7.5795398,8.4331903,11.6999998,993.7000122,5,0.824034,0.0977503,0.172245,33.1274986,2
68.2221985,1.14551,136.2689972,8.1174603,9.2815704,11,1013.200012,0,0.793991,0.0951986,0.175396,29.1942997,2
61.4445,1.09409,122.3470001,3.7929699,5.4173698,9.8999996,1071.599976,3,0.806867,0.083542,0.188209,23.9356003,2
50.5555,1.0461299,124.7249985,4.1181102,6.4785199,10,1063.900024,0,0.824034,0.166514,0.13501,17.0778008,2
94.7778015,1.22474,135,10.1447001,10.8378,10.6999998,1056.5,5,0.849785,0.109422,0.204466,35.2644005,2
73.6666031,1.10223,166.7510071,7.76824,9.3057499,11.8000002,1030.800049,0,0.742489,0.131805,0.203592,24.8719997,2
46.2221985,1.1049,186.3059998,7.24403,8.76159,10.1000004,1055.099976,0,0.763949,0.133195,0.174976,25.1692009,2
118.1110001,1.2408299,310.0299988,6.4939899,7.1107998,11.1999998,1045.300049,0,0.866953,0.158794,0.226519,36.3016014,2
55.6666985,1.0803,195.1009979,3.7082701,5.4998999,14.6000004,960.9000244,15,0.871245,0.112985,0.213614,22.2306995,2
92.8889008,1.16041,40.5220985,6.4732199,7.5329099,11.1000004,1050.699951,0,0.83691,0.170471,0.23922,30.4850998,2
104.3330002,1.3183,100.8190002,9.6461601,9.9500904,8.8000002,1076.5,0,0.922747,0.141832,0.200793,40.6632004,2
82.1110992,1.1490901,341.7250061,4.0360999,5.1742401,10.8999996,1048.900024,0,0.725322,0.142604,0.21314,29.5119991,2
78.6666031,1.17729,137.9360046,4.12923,5.08111,11.3999996,1027.199951,5,0.841202,0.0896242,0.199689,31.8526993,2
56.4445,1.1016001,61.2164001,7.2343798,8.7783499,14.3000002,983.0999756,0,0.824034,0.204713,0.331788,24.8013992,2
66.3333969,1.1329499,137.2830048,7.3762298,8.6365004,10.8999996,1047.099976,0,0.802575,0.162522,0.271478,28.0361996,2
70.2221985,1.16838,262.2720032,7.5025802,8.5101604,13.1999998,1007.200012,0,0.643777,0.199681,0.320163,31.1420002,2
0,1.00026,-1,8.9906902,21.9890995,14.1000004,986.2999878,0,0.635193,0.197999,0.334779,1.29687,2
55.2221985,1.13873,43.3261986,7.39886,8.6138802,11.6999998,1036.199951,0,0.725322,0.168019,0.326915,28.5772991,2
91.7778015,1.28813,250.951004,8.49121,8.9078197,13.1000004,972.4000244,0,0.819743,0.119736,0.192054,39.0752983,2
108.1110001,1.23602,140.5859985,5.6718998,6.3110299,12.6000004,1007.799988,0,0.785408,0.187778,0.363629,35.9971008,2
89.4445038,1.17085,306.822998,4.10923,5.10111,10.8000002,1035.900024,0,0.7897,0.17984,0.378122,31.3414001,2
127.6669998,1.31217,132.1380005,4.4421701,4.7681699,15.1000004,935,0,0.729614,0.199508,0.292019,40.3507996,2
83,1.17067,112.4570007,7.5098701,8.5028696,13.5,985.5999756,0,0.815451,0.206574,0.351538,31.3269997,2
66,1.1235,207.3159943,9.7350302,11.0734997,12.3000002,1004.5,0,0.76824,0.158857,0.234218,27.1170998,2
109,1.23576,311.6499939,4.2849998,4.9253402,12,1000.5,0,0.802575,0.125228,0.196415,35.9805984,2
82.6666031,1.1861399,68.865799,9.6362495,10.5354004,12.1000004,1013.900024,0,0.7897,0.214061,0.353265,32.5340996,2
93.5557022,1.14803,240.0820007,4.03228,5.1780601,7.5,1141.300049,10,0.763949,0.100798,0.182225,29.4185009,2
37.4443016,1.02141,274.1350098,3.0351501,6.17519,6.3000002,1168,10,0.699571,0.112483,0.197335,11.7523003,2
103.8889999,1.31955,108.5400009,4.45543,4.75491,3.8,1185.900024,0,0.733906,0.114422,0.237619,40.7262001,2
113.4440002,1.24754,204.0310059,4.3120098,4.8983302,10,1049.400024,10,0.832618,0.0598908,0.292571,36.7192001,2
43.1110992,1.05259,83.2265015,9.2911797,11.5173998,9,1071.800049,3,0.798283,0.0632105,0.294156,18.1875992,2
63.4445,1.08005,203.6600037,11.9541998,13.7468996,7.5999999,1097.800049,3,0.815451,0.0698172,0.298697,22.1977997,2
99,1.22201,120.1240005,4.2518601,4.9584799,6.0999999,1114.300049,10,0.763949,0.0717764,0.252883,35.0826988,2
78.2221985,1.19787,51.0009995,4.1888299,5.0215101,5.8000002,1123.699951,10,0.781116,0.0886788,0.296395,33.4030991,2
123.1110001,1.37178,328.2780151,4.5422702,4.6680698,8.1999998,1068.5,10,0.802575,0.0774994,0.243413,43.1991997,2
53.4443016,1.07593,121.0879974,6.1663098,8.0138502,7,1095.699951,10,0.819743,0.0952832,0.246586,21.6541004,2
54.2221985,1.10937,240.3659973,7.2730799,8.7396603,7,1099.300049,4,0.871245,0.0938666,0.246434,25.6562004,2
89.8889008,1.21821,230.102005,4.2423601,4.9679799,8.6000004,1063.199951,3,0.83691,0.0749693,0.230748,34.8272018,2
63.3334007,1.11771,52.5275993,3.9105799,5.2997599,8.1000004,1072.400024,10,0.828326,0.0986437,0.209268,26.5319004,2
83.4445038,1.13897,222.026001,3.99858,5.21176,11.1999998,1011.200012,0,0.76824,0.0984978,0.206548,28.5995007,2
45.3334007,1.04032,168.6900024,3.3562701,5.8540702,7.8000002,1075.199951,0,0.849785,0.0674046,0.217618,16.0039005,2
42.3334007,1.08543,218.0240021,7.8369699,9.5620604,10.5,1032,15,0.763949,0.093035,0.189083,22.8838997,2
55.6666985,1.05738,311.4599915,3.5369,5.67344,7.1999998,1074.699951,15,0.712446,0.0882161,0.195492,18.9627991,2
46.1110992,1.0599101,268.9809875,5.3508301,7.4430299,6.3000002,1098.599976,15,0.785408,0.0798864,0.207218,19.3567009,2
28.6665993,1.02405,97.4873962,8.5745497,11.5971003,7.5999999,1075.199951,3,0.785408,0.0924653,0.215673,12.4419003,2
46.2221985,1.0794899,204.9100037,7.10638,8.9063501,6.5,1076.400024,0,0.785408,0.0801724,0.184751,22.1254005,2
62.2221985,1.13241,197.2409973,3.9728899,5.2374501,11.1999998,1004,5,0.742489,0.0907248,0.165864,27.9852009,2
37.4445,1.0402,326.0320129,3.3546901,5.8556499,10.3000002,1017.200012,15,0.781116,0.0798854,0.133311,15.9799995,2
74.4445038,1.13535,161.1439972,7.3857298,8.6269999,7.5999999,1064.099976,0,0.858369,0.0929325,0.156375,28.2625999,2
60.7778015,1.07179,324.7650146,4.7509799,6.65659,9.1999998,1033.400024,15,0.781116,0.0797274,0.149769,21.0895004,2
48.3334007,1.06792,134.4589996,4.7223701,6.6851902,11.6000004,1021.799988,0,0.729614,0.205357,0.310719,20.5452003,2
86.1110992,1.15218,232.4539948,5.99297,7.10919,13.3000002,977.9000244,0,0.781116,0.181017,0.260433,29.7821007,2
87.2221985,1.25326,189.5249939,9.6717901,10.2327995,13.3000002,982.2999878,0,0.798283,0.220995,0.33029,37.0679016,2
83.3332977,1.16302,58.9534988,4.0839801,5.1263599,12.3000002,989.2000122,0,0.83691,0.149861,0.225829,30.7024994,2
101.3330002,1.24312,333.131012,5.6882901,6.2946401,8.1000004,1068.800049,0,0.725322,0.162859,0.500516,36.4448013,2
109.1110001,1.23852,42.6428986,4.29143,4.91891,15.1000004,925.5999756,0,0.828326,0.201127,0.304805,36.1557999,2
101.3330002,1.22646,58.2405014,4.9559302,5.6407099,15.1000004,925.5999756,0,0.626609,0.19425,0.310298,35.3774986,2
76,1.16901,96.7582016,7.5046,8.5081396,11.8999996,1001.299988,0,0.815451,0.17426,0.275738,31.1931,2
72.4445038,1.17755,347.6960144,4.1300001,5.0803399,12.8000002,980.5999756,0,0.824034,0.144347,0.243951,31.8726006,2
110,1.30811,168.8899994,4.4347401,4.7756,14.1000004,953.4000244,0,0.841202,0.198605,0.375349,40.1411018,2
112.3330002,1.27999,122.3470001,5.9902,6.4390202,13.1999998,974.2999878,0,0.738197,0.17789,0.286676,38.6244011,2
99,1.2061,53.7462006,4.2110701,4.99927,10,1015.200012,0,0.824034,0.107123,0.186397,33.9914017,2
107.3330002,1.30469,33.1922989,4.4284,4.78194,14,956.7000122,0,0.845494,0.189625,0.372551,39.9622002,2
75.5554962,1.1150399,273.1960144,3.8984699,5.3118701,11.8000002,976.2000122,0,0.802575,0.110398,0.19831,26.2556,2
98.5554962,1.2280999,227.1320038,5.3653698,6.0421901,13,950.9000244,0,0.866953,0.109983,0.21371,35.485199,2
95.2221985,1.27063,123.1579971,7.7628899,8.2498503,13.3999996,963.2999878,0,0.781116,0.141206,0.394934,38.092701,2
91,1.19727,249.0870056,4.18718,5.02316,11.3999996,1006.099976,15,0.841202,0.159432,0.23562,33.3596992,2
55.3334007,1.11754,227.2339935,7.3109999,8.7017403,12.3999996,982.7000122,0,0.866953,0.158474,0.235827,26.5140991,2
65.6666031,1.14055,304.4140015,8.5044203,9.7055397,10.1999998,1019.200012,0,0.824034,0.139514,0.210422,28.7448997,2
66.1110992,1.1707799,239.8029938,7.5102201,8.5025101,12.8999996,976.7000122,0,0.755365,0.149612,0.380217,31.3362007,2
60.1110992,1.02651,106.2850037,5.4458799,8.3696404,11.6999998,990,0,0.875537,0.120972,0.221942,13.0507002,2
47,1.24972,312.4389954,9.4949703,10.3740997,15.3999996,919.7000122,5,0.660944,0.164744,0.297614,36.8529015,2
70.2221985,1.24905,220.0429993,7.6433401,8.2961702,13.8000002,935.9000244,0,0.824034,0.110407,0.237251,36.8116989,2
92.2221985,1.18262,133.3950043,4.8384099,5.7582302,13,975.7000122,5,0.862661,0.165086,0.268415,32.2658997,2
1.33331,1.03958,45,5.9450002,11.0564003,14.3000002,942.2000122,5,0.798283,0.146955,0.356271,15.8615999,2
61.4445,1.11792,248.1190033,9.8776798,11.2650003,13.6000004,954,5,0.866953,0.161502,0.266206,26.5536995,2
74.6667023,1.1690201,84.3130035,7.5046301,8.5080996,14.6000004,939.2000122,5,0.832618,0.16285,0.31273,31.1940994,2
116.2220001,1.41259,178.8509979,4.60287,4.60747,14.1000004,950.5,15,0.832618,0.155947,0.319952,44.9339981,2
60.2221985,1.07425,26.0753994,3.6698101,5.5405302,12.6999998,984.5,5,0.742489,0.164254,0.348149,21.4272003,2
7.5555401,1.07242,226.0420074,4.9136901,8.1925297,14.1999998,936.5999756,5,0.72103,0.16272,0.303491,21.1763,2
43,1.07691,134.4570007,8.1188402,10.0221004,14.6000004,917.7999878,5,0.845494,0.134135,0.334135,21.7844009,2
58.8889008,1.08084,224.5059967,7.0812001,8.8637304,13.1999998,963.4000244,19,0.83691,0.121175,0.310616,22.3003998,2
43.6666985,1.02671,151.7830048,3.14694,6.0633998,13.8999996,944,5,0.849785,0.103987,0.335898,13.0967999,2
47.6665993,1.09895,188.0410004,7.22051,8.7922201,9.3000002,1040.699951,0,0.88412,0.0840418,0.149125,24.5002003,2
146.5559998,1.3202699,235.1580048,5.1498599,5.4467702,11.3000002,991.7000122,0,0.845494,0.0774825,0.131319,40.7625999,2
53.1110992,1.0938801,3.55618,4.48493,6.1117001,8.3999996,1044.900024,0,0.793991,0.0882951,0.15508,23.9102993,2
65.6667023,1.10455,242.5469971,3.84817,5.3621702,12.8999996,958.0999756,0,0.854077,0.0778627,0.184591,25.1299,2
77.1110992,1.1931601,111.6380005,7.57691,8.4358196,12.3999996,976.7000122,0,0.811159,0.0801829,0.186119,33.0587006,2
40.7778015,1.22569,237.9949951,8.4488802,9.4492302,13.8000002,932,0,0.849785,0.0980226,0.223467,35.3270988,2
78.6667023,1.18849,176.7640076,4.8555799,5.7410598,13.6000004,943.0999756,0,0.858369,0.107843,0.234499,32.7116013,2
87.6666031,1.23314,309.0939941,4.9719501,5.62468,11.3999996,989.7999878,0,0.686695,0.154171,0.246189,35.8120995,2
78.6666031,1.18705,277.75,8.2525902,9.1464396,12.3000002,968.2000122,0,0.776824,0.129432,0.272123,32.6026993,2
65.1110992,1.03265,87.776001,6.6831799,9.3954697,11.3000002,985.4000244,0,0.7897,0.0282304,0.104178,14.4457998,2
77.8889008,1.13114,141.720993,7.3689599,8.6437798,12.3000002,963.4000244,11,0.776824,0.0388876,0.13252,27.8635998,2
75.8889008,1.16131,40.5354996,4.7714601,5.82517,12.1000004,967.7000122,0,0.802575,0.111965,0.181522,30.5601006,2
61,1.07362,55.9541016,5.8626399,7.7421498,12.8999996,941,11,0.811159,0.121432,0.174715,21.3418007,2
81.6667023,1.1734101,227.3099976,4.11727,5.09307,13.1999998,920.0999756,11,0.858369,0.0998286,0.165767,31.5464001,2
55.7778015,1.11364,271.1690063,7.2932301,8.7195101,13,924.4000244,11,0.828326,0.0766525,0.127153,26.1096001,2
36.2221985,1.04422,276.4450073,6.8045602,9.2081699,13.1000004,926.4000244,5,0.849785,0.0285148,0.094601,16.7334003,2
64.7778015,1.07658,120.1009979,3.6858201,5.5245199,13.3000002,965.5,0,0.802575,0.116512,0.292976,21.7411003,2
54.1110992,1.07855,267.6950073,7.1002202,8.9125204,14.1999998,946.2000122,0,0.828326,0.12773,0.283592,22.0025005,2
87.1110992,1.212,116.3310013,7.6277399,8.3849897,12.3000002,980.4000244,0,0.815451,0.110541,0.241231,34.4034004,2
86.5554962,1.1088901,250.3359985,3.8695199,5.3408198,12.3000002,980.4000244,0,0.811159,0.111463,0.248995,25.6035004,2
36.7778015,1.05284,297.82901,6.89571,9.1170301,12.8999996,961.2999878,0,0.76824,0.107465,0.21752,18.2287998,2
80.8889008,1.1198601,226.8090057,3.92012,5.2902198,13.5,951,0,0.798283,0.162845,0.207987,26.7511005,2
40.1110992,1.05802,252.7449951,6.9437599,9.0689802,13,953.9000244,11,0.793991,0.10314,0.18647,19.0627003,2
60.3334007,1.10864,119.5780029,9.2154303,10.6891003,11.5,973.9000244,0,0.763949,0.121954,0.188627,25.5767994,2
45.8889008,1.06139,241.4539948,3.57164,5.6387,12.8000002,950.5999756,11,0.802575,0.137205,0.229246,19.5828991,2
64.4445038,1.0779999,301.0249939,3.6953399,5.5149999,13.8999996,924.5,11,0.798283,0.136341,0.228189,21.9293995,2
49.2221985,1.07675,288.4349976,3.68697,5.5233698,14.6999998,900.0999756,5,0.785408,0.153323,0.223558,21.7637005,2
49.6666985,1.05448,114.2669983,5.9951401,8.18501,14.1000004,917.4000244,4,0.781116,0.206056,0.263915,18.4981995,2
52.6666985,1.06607,225.2749939,3.6046801,5.6008601,13.8999996,907.0999756,5,0.83691,0.11952,0.200733,20.2775993,2
49.4445,1.06986,95.0921021,3.6382501,5.5720901,14.1999998,904.9000244,11,0.841202,0.120904,0.204529,20.8192997,2
54.8889008,1.07595,7.4158502,4.37468,6.2219601,13.6999998,922.7000122,5,0.793991,0.153701,0.233548,21.656601,2
14.6667004,1.00289,47.6629982,2.7225599,7.8740702,15.3999996,889.2999878,12,0.630901,0.088269,0.167364,4.3516002,2
26.1110992,1.0197901,66.8013992,6.3965001,9.6162395,15.3000002,885.4000244,5,0.665236,0.0388284,0.118469,11.3051996,2
13.7777996,1.0090801,182.1210022,6.00457,10.0081997,15.3999996,880.7000122,5,0.60515,0.100005,0.213809,7.6936598,2
33.2221985,1.02315,245.0630035,6.4758701,9.53687,15.5,873.9000244,5,0.815451,0.0865712,0.192931,12.2119999,2
63.1110992,1.08781,34.2932014,3.7569699,5.4533701,14.1000004,906.2000122,11,0.849785,0.0432731,0.0936113,23.1798,2
60.7778015,1.10053,190.026001,4.52074,6.0759001,13.5,904.9000244,5,0.866953,0.0813367,0.140731,24.6795998,2
34,1.02727,68.4813995,6.5587902,9.4539404,13.6000004,895.7000122,5,0.83691,0.0785073,0.146166,13.2320995,2
35.2221985,1.01803,10.5734997,2.9483199,6.2620201,14,866.4000244,5,0.832618,0.062537,0.146589,10.7988005,2
55.5555,1.03935,318.2189941,3.34389,5.8664598,15.5,887,4,0.811159,0.196942,0.253013,15.8169003,2
22.2222004,1.0036,122.9889984,8.4309902,13.3625002,15.8999996,875.9000244,5,0.360515,0.232642,0.254215,4.85532,2
11.3332996,1.00374,225,5.5601501,10.4525995,15.8000002,877.2999878,4,0.772532,0.164741,0.267693,4.9506402,2
6.5555401,1.00546,345.256012,7.18261,11.7606001,15.6000004,875.7999878,5,0.669528,0.209807,0.269524,5.9712801,2
33.6666985,1.04163,275.9060059,8.1601105,10.6252003,15.3999996,884.0999756,4,0.806867,0.218571,0.272343,16.2539005,2
49.3333015,1.03567,242.9589996,5.9328799,8.5555801,13.8000002,898.0999756,5,0.832618,0.122987,0.191367,15.0804996,2
37.2221985,1.02801,258.6900024,4.23174,7.1377802,14.8000002,866.5999756,3,0.772532,0.114234,0.18074,13.4064999,2
47,1.08244,257.8089905,7.81846,9.5805702,14.6999998,863.7000122,3,0.776824,0.118487,0.196152,22.5063992,2
58.5555,1.0606101,115.1149979,4.9513402,7.03159,14.1999998,875.5999756,0,0.806867,0.095649,0.166046,19.4640007,2
48.2221985,1.03859,263.6029968,3.3339801,5.87637,14.6000004,864,0,0.793991,0.112935,0.190912,15.6686001,2
49.5555,1.04546,229.3220062,5.0269098,7.4022999,13.5,888.0999756,19,0.845494,0.0727593,0.137999,16.9577007,2
56,1.09427,289.0469971,7.1951699,8.8175697,12.1000004,988.9000244,0,0.751073,0.172324,0.262366,23.9568005,2
50.5555,1.06836,329.428009,3.6270599,5.5832801,13.3000002,965.5,0,0.806867,0.175282,0.262789,20.6072006,2
34.7778015,1.03475,13.3176003,3.28054,5.9298,14.8000002,919.0999756,11,0.798283,0.16197,0.445031,14.8903999,2
62.6666985,1.15845,210.7929993,7.4551301,8.54284,15.8000002,902.7999878,11,0.806867,0.137828,0.358581,30.3195,2
89.2221985,1.20298,80.7490005,7.60394,8.4087896,14.8999996,925.2000122,5,0.83691,0.135966,0.22111,33.7705002,2
21,1.0698299,262.32901,5.8287001,7.9702001,16.1000004,885.7000122,4,0.583691,0.155984,0.389772,20.8153992,2
125.4440002,1.3418,133.8679962,5.1870098,5.4096198,14.8000002,925.4000244,11,0.832618,0.169452,0.191891,41.8179016,2
46.6666985,1.0259399,161.5650024,3.1322899,6.0780501,14.6999998,926,5,0.858369,0.176291,0.242996,12.9127998,2
50.8889008,1.07634,222.4550018,5.0705099,6.9124198,14.5,936,5,0.832618,0.181437,0.234316,21.7094994,2
64.4445038,1.10506,36.3521004,3.8507199,5.3596201,15.1000004,917.2000122,5,0.798283,0.171422,0.381626,25.1861992,2
72.6667023,1.14294,141.6029968,4.0135798,5.1967602,14.8999996,923.2000122,5,0.811159,0.185053,0.238242,28.9622002,2
72.6667023,1.07332,194.4819946,10.2833004,12.1671,14,945,11,0.83691,0.182972,0.180716,21.3001995,2
39.7778015,1.17032,125.4420013,9.5528603,10.7011995,15.6999998,900.7999878,8,0.360515,0.174604,0.162427,31.2987995,2
61.7778015,1.08919,230.6410065,4.45819,6.1384401,15.1000004,899.4000244,10,0.871245,0.219217,0.628377,23.3477993,2
59.4445,1.14072,186.8009949,8.0996103,9.2994204,14.8999996,908.9000244,19,0.854077,0.247901,0.63271,28.7607002,2
28.2222004,1.07041,300.8919983,6.9300699,8.9692001,15.8000002,877.2000122,10,0.854077,0.247002,0.668758,20.8973007,2
52.6666985,1.0977499,62.7276001,3.8129499,5.3973899,14.8999996,918,10,0.83691,0.246074,0.642446,24.3628006,2
46,1.07687,187.3699951,9.7280102,11.5628004,15.1999998,910.5999756,5,0.76824,0.196692,0.370187,21.7791996,2
56.5555,1.10039,305.2479858,3.82687,5.3834701,15.1000004,913.0999756,4,0.776824,0.198478,0.428138,24.6637993,2
35.8889008,1.0152,201.8009949,2.8622999,6.3480401,15.5,900,5,0.785408,0.193631,0.242707,9.9272404,2
44.2221985,1.02451,45.9094009,3.1035399,6.1068001,14.3999996,933.7000122,5,0.832618,0.214926,0.210392,12.5585003,2
40.2221985,1.06222,109.572998,6.9797001,9.03304,16,883.7999878,10,0.828326,0.220344,0.624466,19.7075005,2
87.5554962,1.19309,236.279007,4.86866,5.7279701,14.1999998,935.9000244,4,0.83691,0.230291,0.213272,33.0533981,2
32.8889008,1.02572,322.5650024,3.1278999,6.0824399,15.3999996,902.0999756,5,0.815451,0.22304,0.582478,12.8580999,2
49.5555,1.02774,325.3049927,3.85934,6.7372899,15.1999998,909.4000244,5,0.83691,0.22087,0.567802,13.3423996,2
61.8889008,1.13719,175.7640076,3.99172,5.2186198,15.6000004,891.7999878,5,0.83691,0.215093,0.238746,28.4346008,2
66.7778015,1.1224101,93.5149994,7.3324499,8.6802797,15.3000002,897.5999756,19,0.879828,0.223789,0.730996,27.0083008,2
30.8889008,1.03009,264.9660034,7.6869202,10.5026999,16,877.4000244,5,0.690987,0.219112,0.740913,13.8832998,2
63.4445,1.06769,145.6199951,4.7205601,6.6870098,15.3999996,902.2000122,4,0.811159,0.243751,0.329453,20.5109997,2
46.6666985,1.08626,209.2839966,7.14885,8.8638897,15.8999996,881.7999878,5,0.828326,0.243865,0.380563,22.9873009,2
48,1.03186,202.5330048,3.9295599,6.6670699,15.1999998,899.7999878,0,0.793991,0.239474,0.593215,14.2744999,2
40.6666985,1.0165,48.3339005,5.3014498,8.7046804,15.5,893,5,0.776824,0.243799,0.575541,10.3365002,2
36.3333015,1.0196,157.4629974,2.9904301,6.2199101,16.2999992,868.4000244,5,0.815451,0.241273,0.753188,11.2517004,2
92.8889008,1.2996401,258.1820068,8.5132999,8.8857298,14.3999996,923.2000122,4,0.781116,0.24043,0.308899,39.6959,2
28.7777996,1.0312001,237.5720062,6.62707,9.3856602,15.1000004,897.7999878,4,0.699571,0.249135,0.432843,14.1309004,2
30.7777996,1.0208499,52.9207001,4.1202598,7.2873001,15.6999998,883.7000122,5,0.862661,0.236917,0.545261,11.5988998,2
42.1110992,1.06876,93.9908981,8.9771996,10.9273996,15.8000002,883.2999878,4,0.76824,0.24629,0.37778,20.6646996,2
19.6667004,1.00807,156.9750061,7.5785599,11.8592997,16,877,5,0.776824,0.23132,0.708041,7.25494,2
27.1110992,1.02271,253.0449982,6.4660602,9.54667,16,880.7999878,4,0.781116,0.227185,0.689325,12.0964003,2
32.1110992,1.01589,68.2729034,2.8845999,6.3257399,15.6999998,887.2999878,4,0.763949,0.24495,0.370209,10.1464996,2
